Gene,Expressed,AC_LRG,AN_LRG,AF_LRG,AC_HRG,AN_HRG,AF_HRG,pVal,FDR
EDIL3,NO,83,170,0.4882352941,90,186,0.4838709677,1,-
EFCAB5,NO,1,340,0.0058823529,1,372,0.0053763441,1,-
EGR4,NO,16,510,0.0941176471,17,558,0.0913978495,1,-
EMP1,NO,0,170,0,1,186,0.0053763441,1,-
EMX2,NO,0,170,0,1,186,0.0053763441,1,-
EPDR1,NO,1,340,0.0058823529,1,372,0.0053763441,1,-
EPHX2,NO,40,170,0.2352941176,43,186,0.2311827957,1,-
ETV3L,NO,63,340,0.3705882353,70,372,0.376344086,1,-
EXD1,NO,170,170,1,186,186,1,1,-
FAM107A,NO,0,170,0,1,186,0.0053763441,1,-
FAM181A,NO,0,170,0,1,186,0.0053763441,1,-
FAM212B,NO,2,340,0.0117647059,2,372,0.0107526882,1,-
FAM25C;FAM25G,NO,0,170,0,1,186,0.0053763441,1,-
FAM47E-STBD1;STBD1,NO,145,170,0.8529411765,157,186,0.8440860215,1,-
FAM84A,NO,1,340,0.0058823529,2,372,0.0107526882,1,-
FAM86B1,NO,10,336,0.059957477,12,368,0.0652250975,1,-
FBF1,NO,0,170,0,1,186,0.0053763441,1,-
FBXL16,NO,8,170,0.0470588235,9,186,0.0483870968,1,-
FBXL19,NO,0,170,0,1,186,0.0053763441,1,-
FCAR,NO,56,170,0.3294117647,62,186,0.3333333333,1,-
FCER2,NO,0,170,0,1,186,0.0053763441,1,-
FCN1,NO,1,170,0.0058823529,1,186,0.0053763441,1,-
FEM1A,NO,0,170,0,1,186,0.0053763441,1,-
FGF20,NO,121,170,0.7117647059,133,186,0.7150537634,1,-
FLT4,NO,2,340,0.0117647059,2,372,0.0107526882,1,-
FOXC1,NO,1,170,0.0058823529,1,186,0.0053763441,1,-
FOXL1,NO,0,170,0,1,186,0.0053763441,1,-
FPR2,NO,0,170,0,1,186,0.0053763441,1,-
FREM2,NO,1,340,0.0058823529,1,372,0.0053763441,1,-
FRMPD2,NO,0,168,0,1,186,0.0053763441,1,-
FSIP1,NO,1,340,0.0058823529,1,372,0.0053763441,1,-
GAB3,NO,166,340,0.9764705882,182,372,0.9784946237,1,-
GARNL3,NO,1,170,0.0058823529,2,186,0.0107526882,1,-
GC,NO,0,170,0,1,186,0.0053763441,1,-
GDAP1L1,NO,34,1020,0.2,37,1116,0.1989247312,1,-
GFI1,NO,0,170,0,1,186,0.0053763441,1,-
GHSR,NO,0,170,0,1,186,0.0053763441,1,-
GIPC3,NO,0,170,0,1,186,0.0053763441,1,-
GJB2,NO,151,850,0.8882352941,165,930,0.8870967742,1,-
GOLGA6L22,NO,0,170,0,1,186,0.0053763441,1,-
GPR26,NO,26,340,0.1529411765,28,372,0.1505376344,1,-
GRAP,NO,0,170,0,1,186,0.0053763441,1,-
GRM1,NO,2,510,0.0117647059,2,558,0.0107526882,1,-
GYS2,NO,1,170,0.0058823529,1,186,0.0053763441,1,-
HCRTR1,NO,9,340,0.0529411765,10,372,0.0537634409,1,-
HDAC4,NO,3,510,0.0176470588,3,558,0.0161290323,1,-
HEYL,NO,166,170,0.9764705882,183,186,0.9838709677,1,-
HHIPL2,NO,0,170,0,1,186,0.0053763441,1,-
HMX2,NO,1,170,0.0058823529,1,186,0.0053763441,1,-
HOXD11,NO,0,170,0,1,186,0.0053763441,1,-
HPR,NO,0,170,0,1,186,0.0053763441,1,-
HSD17B13,NO,1,170,0.0058823529,2,186,0.0107526882,1,-
HTR1A,NO,0,170,0,1,186,0.0053763441,1,-
HTR1F,NO,0,170,0,1,186,0.0053763441,1,-
HTR2A,NO,0,170,0,1,186,0.0053763441,1,-
HTR3B,NO,0,170,0,1,186,0.0053763441,1,-
HYDIN,NO,0,170,0,1,186,0.0053763441,1,-
IDI2,NO,31,680,0.1823529412,34,744,0.1827956989,1,-
IDNK,NO,0,170,0,1,186,0.0053763441,1,-
IFNA8,NO,0,170,0,1,186,0.0053763441,1,-
IGFN1,NO,0,170,0,1,186,0.0053763441,1,-
IGLL1,NO,71,1190,0.4176470588,77,1302,0.4139784946,1,-
IL12RB1,NO,64,340,0.3764705882,69,372,0.3709677419,1,-
IL17F,NO,2,170,0.0117647059,3,186,0.0161290323,1,-
IL2,NO,0,170,0,1,186,0.0053763441,1,-
IL5RA,NO,0,170,0,1,186,0.0053763441,1,-
IL7R,NO,3,170,0.0176470588,4,186,0.0215053763,1,-
ILDR1,NO,1,340,0.0058823529,2,372,0.0107526882,1,-
IMPG2,NO,22,170,0.1294117647,24,186,0.1290322581,1,-
INHBE,NO,1,340,0.0058823529,1,372,0.0053763441,1,-
ISG20,NO,0,170,0,1,186,0.0053763441,1,-
ITGA2B,NO,1,510,0.0058823529,2,558,0.0107526882,1,-
ITM2A,NO,0,170,0,1,186,0.0053763441,1,-
IVL,NO,22,340,0.1294117647,25,372,0.1344086022,1,-
KBTBD3,NO,1,170,0.0058823529,1,186,0.0053763441,1,-
KCNA7,NO,47,340,0.2764705882,52,372,0.2795698925,1,-
KCNE5,NO,0,170,0,1,186,0.0053763441,1,-
KCNJ11,NO,109,170,0.6411764706,120,186,0.6451612903,1,-
KCNJ2,NO,0,170,0,1,186,0.0053763441,1,-
KCNJ3,NO,1,170,0.0058823529,2,186,0.0107526882,1,-
KCNK3,NO,1,170,0.0058823529,2,186,0.0107526882,1,-
KCNMA1,NO,0,170,0,1,186,0.0053763441,1,-
KCNN3,NO,0,170,0,1,186,0.0053763441,1,-
KDR,NO,170,170,1,186,186,1,1,-
KIAA1456,NO,170,340,1,187,372,1.0053763441,1,-
KIAA1644,NO,10,850,0.0588235294,11,930,0.0591397849,1,-
KLHDC7B,NO,2,170,0.0117647059,2,186,0.0107526882,1,-
KLHL14,NO,1,170,0.0058823529,1,186,0.0053763441,1,-
KLHL29,NO,0,170,0,1,186,0.0053763441,1,-
KLHL30,NO,0,170,0,1,186,0.0053763441,1,-
KLHL41,NO,0,170,0,1,186,0.0053763441,1,-
KLK5,NO,1,170,0.0058823529,1,186,0.0053763441,1,-
KLKB1,NO,0,170,0,1,186,0.0053763441,1,-
KPRP,NO,0,170,0,1,186,0.0053763441,1,-
KRT25,NO,0,170,0,1,186,0.0053763441,1,-
KRT31,NO,12,170,0.0705882353,14,186,0.0752688172,1,-
KRT37,NO,0,170,0,1,186,0.0053763441,1,-
KRT6A,NO,96,170,0.5647058824,106,186,0.5698924731,1,-
KRT71,NO,2,340,0.0117647059,2,372,0.0107526882,1,-
KRTAP2-2,NO,31,510,0.1823529412,34,558,0.1827956989,1,-
KRTAP4-7,NO,1,170,0.0058823529,1,186,0.0053763441,1,-
KRTAP5-4,NO,4,170,0.0235294118,5,186,0.0268817204,1,-
KRTAP6-3,NO,0,170,0,1,186,0.0053763441,1,-
KRTAP9-9,NO,0,170,0,1,186,0.0053763441,1,-
LAIR2,NO,1,170,0.0058823529,2,186,0.0107526882,1,-
LANCL3,NO,0,170,0,1,186,0.0053763441,1,-
LCE1A,NO,2,170,0.0117647059,2,186,0.0107526882,1,-
LCE2C,NO,1,170,0.0058823529,2,186,0.0107526882,1,-
LCE2D,NO,2,340,0.0117647059,2,372,0.0107526882,1,-
LCT,NO,123,170,0.7235294118,136,186,0.7311827957,1,-
LHX1,NO,138,340,0.8117647059,152,372,0.8172043011,1,-
LMX1B,NO,0,170,0,1,186,0.0053763441,1,-
LOR,NO,6,170,0.0352941176,6,186,0.0322580645,1,-
LPAR3,NO,0,170,0,1,186,0.0053763441,1,-
LRRC14B,NO,86,170,0.5058823529,94,186,0.5053763441,1,-
LTC4S,NO,1,340,0.0058823529,1,372,0.0053763441,1,-
LY9,NO,0,170,0,1,186,0.0053763441,1,-
LYZL6,NO,1,170,0.0058823529,1,186,0.0053763441,1,-
MAP3K19,NO,0,170,0,1,186,0.0053763441,1,-
MCF2,NO,0,170,0,1,186,0.0053763441,1,-
MCF2L,NO,0,170,0,1,186,0.0053763441,1,-
MEOX1,NO,0,170,0,1,186,0.0053763441,1,-
MEP1B,NO,1,170,0.0058823529,1,186,0.0053763441,1,-
MGP,NO,170,340,1,187,372,1.0053763441,1,-
MLIP,NO,150,340,0.8823529412,164,372,0.8817204301,1,-
MMP13,NO,0,170,0,1,186,0.0053763441,1,-
MMP16,NO,1,170,0.0058823529,1,186,0.0053763441,1,-
MOGAT2,NO,3,680,0.0176470588,4,744,0.0215053763,1,-
MORN1,NO,0,170,0,1,186,0.0053763441,1,-
MOXD1,NO,2,170,0.0117647059,2,186,0.0107526882,1,-
MPL,NO,0,170,0,1,186,0.0053763441,1,-
MPPED2,NO,2,170,0.0117647059,2,186,0.0107526882,1,-
MRGPRX3,NO,0,170,0,1,186,0.0053763441,1,-
MUC1,NO,7,170,0.0411764706,7,186,0.0376344086,1,-
MX2,NO,1,340,0.0058823529,2,372,0.0107526882,1,-
MXRA5,NO,18,510,0.1058823529,19,558,0.1021505376,1,-
MYF6,NO,3,170,0.0176470588,4,186,0.0215053763,1,-
MYO15A,NO,0,170,0,1,186,0.0053763441,1,-
MYO1A,NO,0,170,0,1,186,0.0053763441,1,-
MYO1D,NO,1,340,0.0058823529,2,372,0.0107526882,1,-
NANOS2,NO,17,170,0.1,18,186,0.0967741935,1,-
NAP1L2,NO,0,170,0,1,186,0.0053763441,1,-
NAPSA,NO,0,170,0,1,186,0.0053763441,1,-
